english,hindi,link
Capital markets,पूँजी बाजार,https://en.wikipedia.org/wiki/Capital_market
Auditor,लेखा परीक्षक,"https://en.wikipedia.org/wiki/Auditor#:~:text=An%20auditor%20is%20a%20person,or%20possess%20certain%20specified%20qualifications."
Auditor,लेखा परीक्षक,"https://en.wikipedia.org/wiki/Auditor#:~:text=An%20auditor%20is%20a%20person,or%20possess%20certain%20specified%20qualifications."
UPI Services: A/c numbers,UPI सेवाएं: खाता नंबर,https://paytm.com/blog/payments/upi/upi-reference-number/
UPI Services: A/c numbers,UPI सेवाएं: खाता नंबर,https://paytm.com/blog/payments/upi/upi-reference-number/
Pradhan Mantri Jeevan Jyoti Bima Yojana,प्रधानमंत्री जीवन ज्योति बीमा योजना,https://financialservices.gov.in/insurance-divisions/Government-Sponsored-Socially-Oriented-Insurance-Schemes/Pradhan-Mantri-Jeevan-Jyoti-Bima-Yojana(PMJJBY)
Pradhan Mantri Jeevan Jyoti Bima Yojana,प्रधानमंत्री जीवन ज्योति बीमा योजना,https://financialservices.gov.in/insurance-divisions/Government-Sponsored-Socially-Oriented-Insurance-Schemes/Pradhan-Mantri-Jeevan-Jyoti-Bima-Yojana(PMJJBY)
Wire transfer,तार स्थानांतरण,https://en.wikipedia.org/wiki/Wire_transfer
Wire transfer,तार स्थानांतरण,https://en.wikipedia.org/wiki/Wire_transfer
Financial data vendors,वित्तीय डेटा विक्रेता,https://en.wikipedia.org/wiki/Financial_data_vendors
Financial data vendors,वित्तीय डेटा विक्रेता,https://en.wikipedia.org/wiki/Financial_data_vendors
Download deposit slips,जमा पर्ची डाउनलोड करें,https://www.jotform.com/pdf-templates/deposit-slip-template
Download deposit slips,जमा पर्ची डाउनलोड करें,https://www.jotform.com/pdf-templates/deposit-slip-template
Nascent entrepreneurship,नवजात उद्यमिता,https://www.igi-global.com/dictionary/nascent-entrepreneurship/51015
Nascent entrepreneurship,नवजात उद्यमिता,https://www.igi-global.com/dictionary/nascent-entrepreneurship/51015
Working capital,कार्यशील पूंजी,https://en.wikipedia.org/wiki/Financial_capital#Working_capital
Working capital,कार्यशील पूंजी,https://en.wikipedia.org/wiki/Financial_capital#Working_capital
BOB,बीओबी,https://en.wikipedia.org/wiki/Banking_in_India#BOB
BOB,बीओबी,https://en.wikipedia.org/wiki/Banking_in_India#BOB
Venture capital,उद्यम पूंजी,https://en.wikipedia.org/wiki/Venture_capital
Venture capital,उद्यम पूंजी,https://en.wikipedia.org/wiki/Venture_capital
Gold as an investment,निवेश के रूप में सोना,https://en.wikipedia.org/wiki/Gold_as_an_investment
Gold as an investment,निवेश के रूप में सोना,https://en.wikipedia.org/wiki/Gold_as_an_investment
Savings account,बचत खाता,https://en.wikipedia.org/wiki/Savings_account
Savings account,बचत खाता,https://en.wikipedia.org/wiki/Savings_account
Retail bank,खुदरा बैंक,https://en.wikipedia.org/wiki/Retail_bank
Retail bank,खुदरा बैंक,https://en.wikipedia.org/wiki/Retail_bank
Microeconomics,व्यष्टि अर्थशास्त्र,https://en.wikipedia.org/wiki/Microeconomics
Microeconomics,व्यष्टि अर्थशास्त्र,https://en.wikipedia.org/wiki/Microeconomics
Postal savings banks,डाक बचत बैंक,https://en.wikipedia.org/wiki/Postal_savings_system
Postal savings banks,डाक बचत बैंक,https://en.wikipedia.org/wiki/Postal_savings_system
Warrant of payment,भुगतान का वारंट,https://en.wikipedia.org/wiki/Warrant_of_payment
Warrant of payment,भुगतान का वारंट,https://en.wikipedia.org/wiki/Warrant_of_payment
Hybrid,हाइब्रिड,https://en.wikipedia.org/wiki/Security_(finance)#Hybrid
Hybrid,हाइब्रिड,https://en.wikipedia.org/wiki/Security_(finance)#Hybrid
Voluntary Disclosure of Income Scheme,आय योजना का स्वैच्छिक प्रकटीकरण,https://en.wikipedia.org/wiki/Voluntary_Disclosure_of_Income_Scheme
Voluntary Disclosure of Income Scheme,आय योजना का स्वैच्छिक प्रकटीकरण,https://en.wikipedia.org/wiki/Voluntary_Disclosure_of_Income_Scheme
Standup India,स्टैंडअप इंडिया,https://en.wikipedia.org/wiki/Standup_India
Standup India,स्टैंडअप इंडिया,https://en.wikipedia.org/wiki/Standup_India
UPI,UPI,https://en.wikipedia.org/wiki/Unified_Payments_Interface
UPI,UPI,https://en.wikipedia.org/wiki/Unified_Payments_Interface
Macroeconomics,समष्टि अर्थशास्त्र,https://en.wikipedia.org/wiki/Macroeconomics
Macroeconomics,समष्टि अर्थशास्त्र,https://en.wikipedia.org/wiki/Macroeconomics
Municipal bond,नगर निगम का बांड,https://en.wikipedia.org/wiki/Municipal_bond
Municipal bond,नगर निगम का बांड,https://en.wikipedia.org/wiki/Municipal_bond
Common stock,सामान्य शेयर,https://www.investopedia.com/terms/c/commonstock.asp
Common stock,सामान्य शेयर,https://www.investopedia.com/terms/c/commonstock.asp
Block debit card,डेबिट कार्ड ब्लॉक करें,https://paytm.com/blog/atm/how-to-block-an-atm-card/
Block debit card,डेबिट कार्ड ब्लॉक करें,https://paytm.com/blog/atm/how-to-block-an-atm-card/
Pay taxes,करो का भुगतान करें,https://www.incometaxindia.gov.in/Pages/tax-services/pay-tax-online.aspx
Pay taxes,करो का भुगतान करें,https://www.incometaxindia.gov.in/Pages/tax-services/pay-tax-online.aspx
E-commerce,ई-कॉमर्स,https://en.wikipedia.org/wiki/E-commerce
E-commerce,ई-कॉमर्स,https://en.wikipedia.org/wiki/E-commerce
International trade,अंतर्राष्ट्रीय व्यापार,https://en.wikipedia.org/wiki/International_trade
International trade,अंतर्राष्ट्रीय व्यापार,https://en.wikipedia.org/wiki/International_trade
Store of value,किफ़ायती दुकान,https://en.wikipedia.org/wiki/Store_of_value
Store of value,किफ़ायती दुकान,https://en.wikipedia.org/wiki/Store_of_value
Representative money,प्रतिनिधि धन,https://en.wikipedia.org/wiki/Representative_money
Representative money,प्रतिनिधि धन,https://en.wikipedia.org/wiki/Representative_money
National Insurance,राष्ट्रीय बीमा,https://en.wikipedia.org/wiki/National_Insurance
National Insurance,राष्ट्रीय बीमा,https://en.wikipedia.org/wiki/National_Insurance
Digital and Social Media Marketing,डिजिटल और सोशल मीडिया मार्केटिंग,https://nifa.usda.gov/topic/small-business
Digital and Social Media Marketing,डिजिटल और सोशल मीडिया मार्केटिंग,https://nifa.usda.gov/topic/small-business
Goods and services tax,वस्तु एवं सेवा कर,https://en.wikipedia.org/wiki/Tax#Goods_and_services
Goods and services tax,वस्तु एवं सेवा कर,https://en.wikipedia.org/wiki/Tax#Goods_and_services
Own and borrowed capital,खुद की और उधार ली गई पूंजी,https://en.wikipedia.org/wiki/Financial_capital#Own_and_borrowed_capital
Own and borrowed capital,खुद की और उधार ली गई पूंजी,https://en.wikipedia.org/wiki/Financial_capital#Own_and_borrowed_capital
Relative return,सापेक्ष वापसी,https://en.wikipedia.org/wiki/Relative_return
Relative return,सापेक्ष वापसी,https://en.wikipedia.org/wiki/Relative_return
"Ministry of finance, India","वित्त मंत्रालय, भारत",https://financialservices.gov.in/banking-divisions/Important-Schemes
"Ministry of finance, India","वित्त मंत्रालय, भारत",https://financialservices.gov.in/banking-divisions/Important-Schemes
Dollar,डॉलर,https://en.wikipedia.org/wiki/United_States_dollar
Dollar,डॉलर,https://en.wikipedia.org/wiki/United_States_dollar
Central banks,केंद्रीय बैंक,https://en.wikipedia.org/wiki/Central_bank
Central banks,केंद्रीय बैंक,https://en.wikipedia.org/wiki/Central_bank
Stock brokerage,सटौक वय़ापारी,https://en.wikipedia.org/wiki/Stockbroker
Stock brokerage,सटौक वय़ापारी,https://en.wikipedia.org/wiki/Stockbroker
Real Time Gross Settlement (RTGS),रीयल टाइम ग्रॉस सेटलमेंट (RTGS),https://www.investopedia.com/terms/r/rtgs.asp
Real Time Gross Settlement (RTGS),रीयल टाइम ग्रॉस सेटलमेंट (RTGS),https://www.investopedia.com/terms/r/rtgs.asp
Direct or internet-only bank,प्रत्यक्ष या केवल इंटरनेट बैंक,https://en.wikipedia.org/wiki/Direct_bank
Direct or internet-only bank,प्रत्यक्ष या केवल इंटरनेट बैंक,https://en.wikipedia.org/wiki/Direct_bank
Target markets,लक्षित बाज़ार,https://en.wikipedia.org/wiki/Loan#Target_markets
Target markets,लक्षित बाज़ार,https://en.wikipedia.org/wiki/Loan#Target_markets
Indian banks,भारतीय बैंक,https://en.wikipedia.org/wiki/List_of_banks_in_India
Indian banks,भारतीय बैंक,https://en.wikipedia.org/wiki/List_of_banks_in_India
Bond market,बॉन्ड बाज़ार,https://en.wikipedia.org/wiki/Bond_market
Bond market,बॉन्ड बाज़ार,https://en.wikipedia.org/wiki/Bond_market
Banks in the economy,अर्थव्यवस्था में बैंक,https://en.wikipedia.org/wiki/Bank#Banks_in_the_economy
Banks in the economy,अर्थव्यवस्था में बैंक,https://en.wikipedia.org/wiki/Bank#Banks_in_the_economy
Deposit accounts,जमा खाते,https://en.wikipedia.org/wiki/Deposit_account
Deposit accounts,जमा खाते,https://en.wikipedia.org/wiki/Deposit_account
Regulation,विनियमन,https://en.wikipedia.org/wiki/Financial_regulation
